1.7835,2.4577,-1
3.0232,0.47487,-1
2.575,-1.6056,-1
1.7992,2.4119,-1
2.545,1.6139,-1
-0.64363,-2.9396,-1
1.416,2.7797,-1
1.6509,2.5913,-1
-3.068,0.40851,-1
2.944,-0.98257,-1
-0.17382,-3.0947,-1
-1.4593,-2.7493,-1
2.7157,1.2851,-1
-1.0417,2.8315,-1
2.8475,-1.1935,-1
1.9327,-2.43,-1
2.3569,-1.9287,-1
-2.5695,-1.5988,-1
1.6025,2.6182,-1
1.3458,2.6847,-1
-0.046004,-3.005,-1
2.9301,-1.0489,-1
-1.6662,-2.5532,-1
-2.978,-0.84153,-1
-2.477,-1.7444,-1
0.29688,3.0592,-1
1.319,-2.8136,-1
0.73679,-2.9865,-1
-2.6366,-1.6514,-1
-2.8727,1.2162,-1
1.7105,2.1659,-1
2.5198,1.0727,-1
1.7158,-2.2222,-1
2.7047,-0.43785,-1
2.5301,-1.2096,-1
-2.2776,1.4551,-1
2.2691,-1.6137,-1
-2.735,0.26726,-1
-2.7185,0.52435,-1
1.3499,2.378,-1
2.4288,1.3926,-1
-1.8252,-2.0227,-1
-1.0247,2.5422,-1
-2.6729,0.57363,-1
0.65488,2.6237,-1
2.7657,0.025124,-1
0.8224,-2.6666,-1
-1.8673,2.038,-1
2.7274,0.26019,-1
-0.5927,-2.6499,-1
0.5321,2.6601,-1
-1.054,-2.6006,-1
0.069209,2.7582,-1
-0.27337,2.6957,-1
1.8415,2.0128,-1
-1.5194,2.2597,-1
0.075415,-2.7334,-1
2.1472,-1.7937,-1
-0.67826,-2.672,-1
0.060189,2.7171,-1
0.013191,2.4438,-1
-0.24492,-2.4774,-1
-1.3114,2.0808,-1
-0.78941,2.2931,-1
1.7166,1.7635,-1
2.4622,0.15709,-1
2.1729,-1.1083,-1
2.0424,-1.296,-1
-1.7936,1.6393,-1
-0.74177,-2.3528,-1
-1.1537,-2.1738,-1
1.6852,1.7428,-1
0.72902,2.2911,-1
2.0086,-1.4055,-1
1.8801,-1.5192,-1
-1.7618,1.7034,-1
-0.0030105,2.4838,-1
-1.9648,-1.4791,-1
-1.7109,-1.7206,-1
2.4633,0.3062,-1
1.0247,-2.1872,-1
-2.4099,-0.27287,-1
2.0764,-1.3281,-1
1.7798,1.6427,-1
2.339,-0.82306,-1
2.1805,-1.076,-1
2.0258,1.3731,-1
-2.1312,1.2557,-1
-1.0922,2.2167,-1
1.3996,-2.0249,-1
0.54148,-0.42784,1
0.24723,0.20855,1
0.3174,-0.45261,1
0.35944,0.13535,1
-0.72485,-0.12515,1
0.47819,0.26415,1
-0.58479,-1.118,1
0.4128,0.88367,1
-0.73411,-0.13312,1
0.73784,0.25787,1
0.28186,1.2472,1
0.53161,0.0073378,1
-0.45283,0.76898,1
0.52641,-0.21995,1
-0.50483,0.68834,1
-0.25029,0.31211,1
-0.18158,0.0058224,1
0.34295,-0.19071,1
0.85848,0.37152,1
-0.15707,-0.62853,1
-0.13858,-0.61375,1
0.20685,0.65773,1
-0.4513,0.44147,1
0.97604,0.38072,1
0.7074,-0.26113,1
0.63216,0.0071685,1
-0.31111,-0.98129,1
-1.0627,-0.87537,1
-0.58001,0.27805,1
0.28551,-0.71986,1
