-0.77149,-2.9038,-1
1.5625,2.5861,-1
-1.3572,2.7072,-1
1.1183,-2.8765,-1
0.59945,3.0342,-1
-1.4523,2.7062,-1
-3.0169,0.73437,-1
-1.8317,2.445,-1
2.7911,1.39,-1
-3.03,-0.098902,-1
-0.46703,3.0478,-1
-2.7989,-1.2666,-1
2.9888,0.52184,-1
-2.2919,-1.988,-1
-2.7343,1.4234,-1
-1.8941,-2.4512,-1
-1.0392,2.8242,-1
-0.77176,2.9454,-1
-2.8066,1.3096,-1
-2.961,-0.96772,-1
2.2406,2.1702,-1
2.083,2.2301,-1
0.40563,3.0255,-1
2.3803,1.8928,-1
2.5478,1.686,-1
1.1643,2.8653,-1
-1.2544,-2.8252,-1
-3.0138,-0.8038,-1
-2.9974,-0.40561,-1
2.8443,-1.0888,-1
-0.13707,-2.7659,-1
-1.2866,2.4621,-1
-1.8795,2.0025,-1
-2.7244,0.12344,-1
0.85526,2.6675,-1
-0.65175,2.7097,-1
-0.73583,2.6836,-1
-2.448,1.1549,-1
-2.7717,0.38359,-1
2.5216,-1.1496,-1
1.4452,-2.4011,-1
-0.68583,2.6728,-1
2.6391,-0.71175,-1
-0.45668,-2.671,-1
1.8135,-2.062,-1
-2.711,-0.39887,-1
2.6403,0.90895,-1
2.7182,-0.69764,-1
-1.2706,-2.3891,-1
2.5106,1.0952,-1
2.7838,-0.36704,-1
-0.76336,2.6371,-1
2.6069,-0.8487,-1
1.2549,2.4036,-1
2.7641,0.015711,-1
1.9618,-1.8784,-1
1.6187,-2.2122,-1
-1.4472,2.3984,-1
2.2629,1.6081,-1
-1.8899,-1.9654,-1
-1.7595,1.6889,-1
-2.482,-0.18979,-1
-2.4731,-0.24034,-1
-2.4132,0.47711,-1
1.4081,2.0488,-1
0.52612,2.3625,-1
-1.4843,-1.9179,-1
-1.8861,-1.4848,-1
0.99341,2.1945,-1
1.6562,-1.8158,-1
-2.3924,-0.42092,-1
2.4432,-0.39424,-1
-0.54441,2.4012,-1
2.2948,-0.76032,-1
-1.8936,-1.5191,-1
0.39978,-2.3799,-1
2.2619,0.95329,-1
-2.0288,-1.3083,-1
2.0061,-1.4622,-1
-2.3984,-0.14769,-1
-2.4292,-0.5084,-1
0.728,-2.3107,-1
-1.3887,-2.0461,-1
-2.341,0.55335,-1
-2.31,-0.86983,-1
-0.1058,-2.4156,-1
-2.4854,-0.22426,-1
1.7778,1.6859,-1
-0.27807,2.4363,-1
2.161,-1.1035,-1
0.1527,0.36333,1
0.046447,0.37349,1
0.76286,-0.40818,1
-1.198,0.15285,1
0.81124,0.0050794,1
0.11455,-0.77589,1
0.3389,-0.61508,1
0.64038,-0.29095,1
-1.0691,0.71662,1
1.2928,0.48635,1
-0.090292,0.88838,1
-1.5241,0.59068,1
-1.1012,0.22548,1
0.85377,0.021273,1
0.12082,0.13809,1
-0.036172,0.87684,1
0.20883,0.18018,1
-0.65474,0.68697,1
0.24487,-0.022652,1
-0.34221,-1.4025,1
0.17546,-0.21202,1
1.0736,0.089176,1
0.42359,-0.44611,1
0.94191,-0.031362,1
0.7904,-1.0091,1
0.067276,-0.45168,1
-0.11449,-0.53693,1
0.4769,-0.15308,1
-0.78346,0.30867,1
-0.08712,0.37998,1
