-1.6165,-0.73803,-1
-1.528,0.04362,-1
-0.91612,-3.3317,-1
-1.3335,-0.87721,-1
-2.1816,-0.37541,-1
-1.9771,-2.2792,-1
-2.7225,-1.5927,-1
-0.14135,-1.2766,-1
-2.3504,-2.8451,-1
-0.75456,-1.8363,-1
-0.89449,-1.4114,-1
0.28264,-1.624,-1
-1.16,-1.5729,-1
-2.0337,-1.0947,-1
-2.6463,-1.6653,-1
3.1024,1.1965,1
0.88068,-0.10191,1
3.115,1.1356,1
2.3383,0.83882,1
1.8653,0.96635,1
2.6434,2.223,1
1.7839,-0.66728,1
3.7066,0.83265,1
1.1991,2.2271,1
1.0731,3.0402,1
2.7557,1.2464,1
1.53,2.1041,1
3.5631,2.0369,1
2.6471,3.805,1
1.5158,3.5695,1
