-1.4204,-1.3598,-1
-1.8584,0.39382,-1
0.14988,-0.73029,-1
-2.6194,0.27838,-1
-1.0128,-0.72675,-1
-0.24863,-3.0896,-1
-0.68703,-1.9471,-1
-0.48838,-1.2029,-1
-1.5585,-2.3321,-1
-2.0727,-1.4435,-1
-1.5388,-2.7812,-1
-0.34201,-1.0717,-1
-0.79723,-0.21017,-1
-2.0366,-2.6259,-1
-3.6338,-1.138,-1
2.5831,2.9613,1
1.9477,1.5561,1
1.7652,2.6373,1
1.2286,2.7664,1
1.8346,1.0644,1
1.2837,3.5311,1
2.3659,2.4182,1
0.4375,3.0407,1
0.14467,2.0546,1
4.1147,2.5944,1
1.4529,0.4982,1
1.89,3.3952,1
1.7516,-0.15091,1
1.0144,0.3965,1
3.6917,2.0797,1
