-2.4,-1.7024,-1
-1.4146,0.85861,-1
-0.61389,1.0864,-1
-0.6597,-2.1844,-1
-1.0579,-0.72544,-1
-0.77277,-2.0246,-1
-0.67302,-1.6269,-1
-0.65628,-0.762,-1
-0.71965,-0.76955,-1
-0.55135,-0.19318,-1
-0.82948,-3.2928,-1
-0.82169,-3.3342,-1
-1.3259,-0.28711,-1
-1.4846,-1.6915,-1
-1.4278,-0.84776,-1
3.6135,1.4628,1
1.5811,3.486,1
1.4892,2.0602,1
1.8594,3.4592,1
1.6385,2.5576,1
3.6153,3.691,1
1.0084,1.7722,1
0.84565,2.5535,1
2.2332,2.8893,1
1.9639,2.5352,1
1.3488,0.42945,1
1.9078,1.232,1
3.5325,3.1652,1
1.8346,0.5609,1
3.699,-1.587,1
